company name,ric,ric1(ticker),isin,cusip,gvkey
INA SpA Common Stock,INAIq.L^G98,INAIq,IT0001030268,0.0,30431
IMI SpA Common Stock,IMLIq.L^G98,IMLIq,IT0001011268,0.0,29699
Interactive Gaming Ord Shs,IGH.L^I07,IGH,GB0034347921,0.0,260512
IncaGold Ord Shs,IGDE.L^H10,IGDE,GB00B08CJ115,0.0,278660
EXOR Ord Shs,IFLIq.L^I97,IFLIq,IT0001353173,0.0,24301
Indian Energy Ord Shs,IEL.L^I11,IEL,GG00B3M8H783,0.0,292677
Indep Energy Hdg Common Stock,IEH.L^G01,IEH,GB0004529029,0.0,207154
Immunodiagnostic Systems Holdings Ord Shs,IDH.L^G21,IDH,GB00B01YZ052,0.0,272547
Ideagen Ord Shs,IDEA.L^G22,IDEA,GB00B0CM0C50,0.0,311581
Indu Ctl Svcs Common Stock,ICS.L^I00,ICS,GB0004583190,0.0,203298
Interclubnet Common Stock,ICN.L^I03,ICN,GB0009247247,0.0,240007
IBC Group PLC Common Stock,IBCL.L^I93,IBCL,GB0004727953,0.0,101169
Aryzta Ord Shs,IAW.L^H08,IAW,CH0043238366,0.0,102307
Hydro International Ord Shs,HYD.L^H16,HYD,GB0004499488,0.0,206256
Humberts Group Ord Shs,HUMG.L^G08,HUMG,GB0034037811,0.0,260509
HTV Group PLC Common Stock,HTV.L^I97,HTV,GB0004005145,0.0,100656
Hat Pin Ord Shs,HTP.L^H08,HTP,GB0030348576,0.0,206976
Joseph Holt PLC Common Stock,HTJ.L^G00,HTJ,GB0004335872,0.0,101175
Hightex Group Ord Shs,HTIG.L^G15,HTIG,GB00B19PH233,0.0,278827
Hawtin Ord Shs,HTI.L^I11,HTI,GB0004156930,0.0,203016
Hartstone Common Stock,HST.L^G04,HST,GB0003703500,0.0,103093
Utilitec PLC Common Stock,HSRL.L^H93,HSRL,GB0004395637,0.0,222106
Hasgrove Ord Shs,HSGV.L^G13,HSGV,GB00B1FRDB45,0.0,281514
Hogg Robinson Group Ord Shs,HRG.L^G18,HRG,GB00B1CM8S45,0.0,101188
Elisa Ord Shs,HPY1q.L^I99,HPY1q,FI0009007884,0.0,234087
How Group PLC Common Stock,HOW.L^H98,HOW,GB0004403837,0.0,101411
Horizon Tech Group Ord Shs,HOR.L^G08,HOR,IE0006881506,0.0,234259
Home Retail Group Ord Shs,HOME.L^I16,HOME,GB00B19NKB76,0.0,279320
Holmes Place Ord Shs,HOL.L^H03,HOL,GB0001652774,0.0,215039
Heritage Oil Ord Shs,HOIL.L^G14,HOIL,JE00B2Q4TN56,0.0,117844
Wessex Exploration Ord Shs,HNL.L^I17,HNL,GB00BSNM2916,0.0,297118
Henlys Ord Shs,HNL.L^G04,HNL,GB0006914047,0.0,102233
Home Counties Ns Common Stock,HNH.L^G98,HNH,GB0004344270,0.0,204708
Huntsworth Ord Shs,HMML.L^I93,HMML,GB00B0CRWK29,0.0,203136
Hunters Leisure Common Stock,HLR.L^H03,HLR,GB0003050068,0.0,204644
Hillsdown Common Stock,HLD.L^G99,HLD,GB0004307269,0.0,18686
Healthy Living Center Ord Shs,HLC.L^I06,HLC,IE0007321106,0.0,102992
Hollas Group PLC Common Stock,HLAS.L^I99,HLAS,GB0004315031,0.0,203134
Highbury House Ord Shs,HKB.L^I95,HKB,GB0004113121,0.0,203003
Cambrian Mining Ord Shs,HGV.L^G09,HGV,GB0031630527,0.0,270626
Henderson Greenfriar Investment Co PLC Common Stock,HGF.L^I99,HGF,GB0003873055,0.0,202656
Herencia Resources Ord Shs,HERS.L^H19,HERS,GB00B069DV22,0.0,272539
Hepworth Common Stock,HEPC.L^G93,HEPC,GB0004219027,0.0,100152
Hardys & Hansons Ord Shs,HDYS.L^I06,HDYS,GB0004102785,0.0,104853
Hardy Underwriting Bermuda Ord Shs,HDU.L^G12,HDU,BMG429851048,0.0,208348
Hodder Headline Common Stock,HDD.L^H99,HDD,GB0004171491,0.0,203111
Hitachi Capital Ord Shs,HCU.L^H07,HCU,GB0000590355,0.0,215669
Cains Beer Company Ord Shs,HCL.L^I08,HCL,GB0001579738,0.0,231796
Hambros PLC Common Stock,HBRO.L^I98,HBRO,GB0002754223,0.0,15572
Hayward Tyler Group Ord Shs,HAYT.L^I17,HAYT,IM00B511CF53,0.0,285910
Havelock Europa Ord Shs,HAVE.L^H18,HAVE,GB0004149356,0.0,203013
Hanson Ord Shs,HAN.L^G93,HAN,GB0033516088,0.0,12826
Hall Engineering Common Stock,HALL.L^H93,HALL,GB0004042262,0.0,101010
Ronson Common Stock,HAL.L^I95,HAL,GB0004393038,0.0,221248
Gyg Ord Shs,GYG.L^I22,GYG,GB00BZ4FM652,0.0,324883
GTS Chemical Holdings Ord Shs,GTSC.L^H16,GTSC,JE00BKX4SF95,0.0,318152
Garton Eng Common Stock,GTON.L^H02,GTON,GB0003612461,0.0,220764
Invesco Income Growth Trust PLC,GTI.L^G00,GTI,GB0003585725,0.0,212284
GSH Group Ord Shs,GSH.L^H09,GSH,GB00B03H8F86,0.0,274649
Zoono Group Ord Shs,GSE.L^G94,GSE,AU000000ZNO4,0.0,329144
Gerrard Group Common Stock,GRRD.L^I93,GRRD,GB0003676862,0.0,15563
Gruppem Investment Ord Shs,GRPL.L^I08,GRPL,GB00B068HS40,0.0,272538
Guardian IT Ord Shs,GRD.L^G02,GRD,GB0002478070,0.0,216824
Green Property Common Stock,GPR.L^I02,GPR,IE0003868746,0.0,16316
Goshawk Ins Ord Shs,GOS.L^I08,GOS,GB0003779195,0.0,205890
Govett Oriental Investment Trust PLC Common Stock,GOR.L^I98,GOR,GB0005013098,0.0,202617
GoIndustry-DoveBid Ord Shs,GOI.L^G12,GOI,GB00B5V5DB07,0.0,276794
Goals Soccer Centres Ord Shs,GOAL.L^I19,GOAL,GB00B0486M37,0.0,271422
Globeop Financial Services Ord Shs,GO.L^G12,GO,LU0311272891,0.0,285575
Scarborough Minerals Ord Shs,GNWHa.L^I93,GNWHa,GB00B10D2N29,0.0,202658
Genesis Petro Ord Shs,GNSP.L^I09,GNSP,GB00B1435395,0.0,271502
Genosis Ord Shs,GNOS.L^G08,GNOS,GB00B0NVFD79,0.0,274648
German Investment Trust PLC Common Stock,GMIL.L^I93,GMIL,GB0003665311,0.0,202538
Gencor Ord Shs,GMFJq.L^H94,GMFJq,ZAE000013066,0.0,16443
Game Digital Ord Shs,GMDG.L^H19,GMDG,GB00BMP36W19,0.0,207094
Global Market Group Ord Shs,GMCG.L^I15,GMCG,KYG3927E1145,0.0,186610
Troy Income & Growth Trust PLC,GLWL.L^I93,GLWL,GB0003708665,0.0,204654
Gilat Satcom Ord Shs,GLTS.L^G08,GLTS,IL0010938228,0.0,273769
Galasys Ord Shs,GLS.L^I16,GLS,JE00BKWBXC36,0.0,318060
Glotel Ord Shs,GLO.L^H07,GLO,GB0006782147,0.0,228216
Canterbury Foods Common Stock,GLGL.L^I93,GLGL,GB0033398206,0.0,202577
GKN Ord Shs,GKNL.L^G93,GKNL,GB0030646508,0.0,18474
Streamplay Studio Ord Shs,GIPq.L^I09,GIPq,AU0000258816,0.0,237776
Hacas Group Plc Common Stock,GIN.L^H98,GIN,GB0002259223,0.0,231826
Gibbon Group PLC Common Stock,GIB.L^I98,GIB,GB0003683553,0.0,204703
Gresham Hotel Gp Common Stock,GHL.L^H04,GHL,IE0007607249,0.0,101386
Georgia Healthcare Group Ord Shs,GHGG.L^H20,GHGG,GB00BYSS4K11,0.0,320700
Getlink Ord Shs,GETPq.L^G12,GETPq,FR0010533075,0.0,202086
Geest Ord Shs,GETL.L^I93,GETL,GB0003637815,0.0,100112
WYG Ord Shs,GEP.L^G97,GEP,GB00B5N5WH70,0.0,221241
Generale Mobiliare Interessenze Azionarie Ord Shs,GEMIq.L^G98,GEMIq,IT0001480323,0.0,16313
Gemfields Ord Shs,GEM.L^G17,GEM,GB00B0HX1083,0.0,274600
Gibbs & Dandy Ord Shs,GDYO.L^H08,GDYO,GB0003685046,0.0,220769
Goldsmiths Common Stock,GDS.L^G99,GDS,GB0003765632,0.0,202598
Gardiner Group Common Stock,GDGL.L^I93,GDGL,GB0003604690,0.0,103211
Groupe Chez Gerd Common Stock,GCZ.L^I03,GCZ,GB0003926002,0.0,204608
Greycoat PLC Common Stock,GCT.L^H99,GCT,GB0003895389,0.0,15917
Green Compliance Ord Shs,GCOC.L^I14,GCOC,GB00B54DP718,0.0,249980
GB Railways Common Stock,GBR.L^I03,GBR,GB0003558300,0.0,206760
Symbion Health Ord Shs,GB6574606.L^H96,GB6574606,AU000000SYB3,0.0,18934
Skandia Ord Shs,GB4813141.L^H96,GB4813141,SE0000113094,0.0,15640
Petrofina Ord Shs,GB4684002.L^H96,GB4684002,BE0003564722,0.0,101289
GN Store Nord Ord Shs,GB4357627.L^H96,GB4357627,DK0010272632,0.0,101539
Bk C Hispano Common Stock,GB4074346.L^I96,GB4074346,ES0113260634,0.0,2000
Darty Ord Shs,GB3304011.L^H16,GB3304011,GB0033040113,0.0,257282
Close Assets Fund 2007 Ord Shs,GB3135147.L^I07,GB3135147,GB0031351470,0.0,250681
Maven Income and Growth VCT 3 PLC,GB3115376.L^I02,GB3115376,GB0031153769,0.0,297405
Vogels Common Stock,GB0930583.L^I02,GB0930583,ZAE000007787,0.0,220466
Brait PLC Ord Shs,GB0896168.L^H02,GB0896168,LU0011857645,0.0,220284
Tibbet & Britten Ord Shs,GB0891107.L^I04,GB0891107,GB0008911074,0.0,101257
Petaling Tin Ord Shs,GB0683605.L^I02,GB0683605,MYL2208OO006,0.0,208458
Northam Platinum Hldgs Ord Shs,GB0645809.L^I02,GB0645809,ZAE000298253,0.0,204211
Mobeus Income & Growth 4 VCT PLC,GB0539151.L^I02,GB0539151,GB00B1FMDH51,0.0,275291
Impala Platinum Ord Shs,GB0458063.L^G02,GB0458063,ZAE000083648,0.0,102039
Highlds & Lowlds Ord Shs,GB0426048.L^G02,GB0426048,MYL2402OO005,0.0,100286
Swan Hill Group Common Stock,GB0425346.L^I05,GB0425346,GB0004253463,0.0,100483
Selfridges Common Stock,GB0291978.L^I03,GB0291978,GB0002919784,0.0,220164
Oxford Glyco Common Stock,GB0264732.L^I03,GB0264732,GB0002647328,0.0,221963
Merant Common Stock,GB0248383.L^G04,GB0248383,GB0002483831,0.0,102690
IFG Group Ord Shs,GB0232524.L^I02,GB0232524,IE0002325243,0.0,16277
CESC Ord Shs,GB0162869.L^H96,GB0162869,INE486A01021,0.0,201143
BHP Group Ord Shs,GB0144403.L^G02,GB0144403,AU000000BHP4,0.0,13312
Anglo Am IT Common Stock,GB0033512.L^H99,GB0033512,ZAE000000337,0.0,23878
Gate Ventures Ord Shs,GATEG.L^G15,GATEG,GB00BYX2WP92,0.0,319362
Gasol Ord Shs,GASL.L^G14,GASL,GB00B826T938,0.0,282519
Guardian Royal Common Stock,GARD.L^G99,GARD,GB0002598570,0.0,15566
General Accident Common Stock,GACC.L^H98,GACC,GB0003685376,0.0,15561
Fulcrum Pharma Ord Shs,FULB.L^G10,FULB,GB0002242088,0.0,240000
Fundamntl-E Investment A Ord Shs,FUIN.L^G09,FUIN,GB0002910312,0.0,231556
Colliers International UK Ord Shs,FTZ.L^H01,FTZ,GB0030531205,0.0,249970
F T S Formula Telecom Solutions Ord Shs,FTS.L^G11,FTS,IL0010935257,0.0,282375
Fitness First Common Stock,FTF.L^G03,FTF,GB0030038466,0.0,206496
Albert Fisher Ord Shs,FSH.L^G02,FSH,GB0003396073,0.0,101030
Forest Support Services Ord Shs,FRSS.L^I10,FRSS,GB0005331755,0.0,249990
First Technology Ord Shs,FRSL.L^I93,FRSL,GB0003391355,0.0,210567
GNE Group Ord Shs,FRRT.L^I93,FRRT,GB0031791899,0.0,205158
Fairpoint Group Ord Shs,FRPG.L^I17,FRPG,GB0032360280,0.0,256954
French Property Trust PLC Common Stock,FRP.L^G01,FRP,GB0003524666,0.0,210864
Frogmore Estates Ord Shs,FROL.L^I93,FROL,GB0003310785,0.0,202313
The Real Hotel Ord Shs,FRH.L^H01,FRH,GB00B3D2NR11,0.0,202309
Forth Ports Ord Shs,FPTL.L^I93,FPTL,GB0003473104,0.0,202278
Food & Drink Group Ord Shs,FODR.L^I08,FODR,GB00B0WYV516,0.0,231777
Fountains Ord Shs,FNT.L^I09,FNT,GB0003480125,0.0,207816
Finsaga Ord Shs,FNS.L^G08,FNS,GB0032784844,0.0,235763
Financial Payment Ord Shs,FNPS.L^G08,FNPS,GB00B14NHP54,0.0,278150
James Finlay PLC Common Stock,FNLY.L^I00,FNLY,GB0003381877,0.0,100154
Storedale PLC Common Stock,FMG.L^H97,FMG,GB0003477741,0.0,222319
Flomerics Group Ord Shs,FLO.L^H08,FLO,GB0003436192,0.0,212162
JPMorgan Fleming Inc & Cap IT PLC Common Stock,FLILi.L^I93,FLILi,GB0003421558,0.0,222059
Folkes Group Common Stock,FKSL.L^H93,FKSL,GB0003443446,0.0,100313
FKI Ord Shs,FKI.L^G08,FKI,GB0003294591,0.0,101163
FastJet Ord Shs,FJET.L^H20,FJET,GB00BWGCH354,0.0,284978
Fitzwilton PLC Common Stock,FITZ.L^I98,FITZ,IE0003412263,0.0,101365
Fandc Asset Management Ord Shs,FIS.L^I02,FIS,GB0004658141,0.0,203408
Finance Object Ord Shs,FIO.L^I08,FIO,GB0004516976,0.0,231277
Finablr Ord Shs,FINF.L^G22,FINF,GB00BJ7HMW26,0.0,331934
Fife Group PLC Common Stock,FIFE.L^H99,FIFE,GB0003361036,0.0,202169
Govett European Technology & Income Trust PLC Common Stock,FIC.L^H00,FIC,GB0001462273,0.0,202207
Finsbury Growth & Income Trust PLC,FGTL.L^I93,FGTL,GB0007816068,0.0,202188
Futuragene Ord Shs,FGN.L^G10,FGN,GB0031791782,0.0,240056
Fleming Far Eastern Investment Ord Shs,FFE.L^I97,FFE,GB0003942082,0.0,202237
Arena Leisure Ord Shs,FFD.L^G97,FFD,GB0000219260,0.0,210670
Systems Union Ord Shs,FEE.L^H00,FEE,GB0009348755,0.0,234081
Fidessa Group Ord Shs,FDSA.L^I18,FDSA,GB0007590234,0.0,207249
Foreign & Colonial German Investment Trust PLC Common Stock,FCGL.L^I93,FCGL,GB0003663043,0.0,202112
First Choice Hol Ord Shs,FCD.L^I07,FCD,GB0006648827,0.0,101494
Fosters Group Ord Shs,FBGq.L^G94,FBGq,AU000000FGL6,0.0,20421
FibreGen Ord Shs,FBG.L^H08,FBG,GB00B2R9BM23,0.0,275142
FBD Holdings Ord Shs,FBDL.L^I90,FBDL,IE0003290289,0.0,21409
JPMorgan American Investment Trust PLC,FAML.L^I93,FAML,GB00BKZGVH64,0.0,202231
Studio Retail Group Ord Shs,FADV.L^G00,FADV,GB00B8B4R053,0.0,100892
Expro International Group Ord Shs,EXR.L^G08,EXR,GB0003119392,0.0,206243
MWB Group Holdings Ord Shs,EXL.L^G97,EXL,GB00B2PF7L39,0.0,202098
Expamet Common Stock,EXIL.L^I93,EXIL,GB0003260071,0.0,101032
Essex Furniture Common Stock,EXF.L^G99,EXF,GB0003200549,0.0,210667
Eurovestech Ord Shs,EVTL.L^I12,EVTL,GB0002292810,0.0,235741
EVN Ord Shs,EVNVq.L^I04,EVNVq,AT0000741053,0.0,103133
Evans Of Leeds Common Stock,EVNS.L^G99,EVNS,GB0003234845,0.0,202088
Evergreen Securities Ord Shs,EVERS.L^I09,EVERS,GB00B2QXYZ99,0.0,260506
Eurotherm Ord Shs,EUTM.L^I98,EUTM,GB0003231163,0.0,100261
EU supply Ord Shs,EUSPP.L^G19,EUSPP,GB00BFG35570,0.0,316591
Eurocopy Common Stock,EUP.L^H04,EUP,GB0003223400,0.0,102161
Inoviq Ord Shs,EUG.L^G08,EUG,AU0000196149,0.0,208012
European Equity Tranche Income Ord Shs,EUET.L^G09,EUET,GG00B3KNRB92,0.0,277919
Enterprise Oil Common Stock,ETPL.L^G93,ETPL,GB0003188660,0.0,100571
Etam PLC Common Stock,ETML.L^I93,ETML,GB0003224143,0.0,100141
Eurotunnel Registered Ord Shs,ETL.L^G07,ETL,GB0003168936,0.0,102750
Establishment Investment Trust PLC,ET.L^G19,ET,GB0031336919,0.0,254579
Esporta Common Stock,ESP.L^I02,ESP,GB0009220186,0.0,100183
Estates & Gen Common Stock,ESGN.L^H04,ESGN,GB0003212403,0.0,220811
Holidaybreak Ord Shs,EROC.L^I93,EROC,GB0003164950,0.0,103346
ERA Group Common Stock,ERA.L^H01,ERA,GB0008870098,0.0,202053
E-Pay Asia Ord Shs,EPY.L^I08,EPY,AU000000EPY3,0.0,253479
English & Oseas Common Stock,EOP.L^H99,EOP,GB0002694361,0.0,202030
El Oro Mining Common Stock,EOM.L^I03,EOM,GB0003076048,0.0,201777
Petroceltic International Ord Shs,ENXL.L^I93,ENXL,IE00BB0QZ876,0.0,202035
Environmental RecyclingTechnologies Ord Shs,ENRE.L^H16,ENRE,GB00B8F1L116,0.0,237236
Endeavors Ord Shs,ENDN.L^H08,ENDN,GB0008705930,0.0,203806
Empresas ICA Ord Shs,EMPEq.L^I98,EMPEq,MXP371491046,0.0,25160
EMI Group Ord Shs,EMI.L^I07,EMI,GB0000444736,0.0,19641
EL Oro Closed Fund,ELX.L^G19,ELX,GG00B77Q7194,0.0,321126
Electric Word Ord Shs,ELWO.L^H17,ELWO,GB0003083622,0.0,239981
Euroland Plus Smaller Co's PLC Common Stock,ELP.L^I99,ELP,GB0007909814,0.0,208272
Electronic Data Processing Ord Shs,ELDA.L^H18,ELDA,GB0003101523,0.0,220750
Enables IT Group Ord Shs,EITE.L^G15,EITE,GB00B8T2XV42,0.0,237318
EIS Group PLC Common Stock,EIS.L^I98,EIS,GB0003087045,0.0,100040
Exeter Inv Group Common Stock,EIG.L^I04,EIG,GB0003256285,0.0,206491
Energis Common Stock,EGS.L^I02,EGS,GB0008897828,0.0,214862
Edge Properties Common Stock,EGE.L^H98,EGE,GB0003064291,0.0,220670
Ellis & Everard Common Stock,EEVL.L^I93,EEVL,GB0003115424,0.0,100841
Edin Oil & Gas Common Stock,EDG.L^G05,EDG,GB0003054599,0.0,210666
European Leisure Common Stock,EDEN.L^I93,EDEN,IE0003122110,0.0,101810
Energy Capital Investment Company PLC Common Stock,ECP.L^G04,ECP,GB0003139689,0.0,211692
Erste Group Bank Ord Shs,EBOq.L^I04,EBOq,AT0000652011,0.0,214659
Eastbridge Investments Ord Shs,EBIVE.L^G16,EBIVE,GB00B030LW50,0.0,271388
Energybuild Group Ord Shs,EBG.L^H10,EBG,GB00B1Z47571,0.0,285652
Elbief Common Stock,EBF.L^H02,EBF,GB0003076600,0.0,220749
European Assets Trust PLC,EATL.L^I93,EATL,GB00BHJVQ590,0.0,210403
Elkem ASA Common Stock,EASOa.L^H96,EASOa,NO0004031303,0.0,100787
Energy Assets Group Ord shs,EASE.L^G16,EASE,GB00B78CNY10,0.0,312022
Dyson Group Ord Shs,DYNO.L^I00,DYNO,GB0002905007,0.0,220789
Dixons Carphone Ord Shs,DXNS.L^H14,DXNS,GB0000472455,0.0,13964
Dunedin Worldwide Investment Trust PLC Common Stock,DWW.L^G98,DWW,GB0006460066,0.0,201698
Dawson Holdings Ord Shs,DWN.L^I11,DWN,GB0002584562,0.0,206360
GBE Intl Common Stock,DWBL.L^G93,DWBL,GB0002789823,0.0,202507
De Vere Group Ord Shs,DVR.L^I06,DVR,GB00B0671K18,0.0,100099
Datamonitor Ord Shs,DTM.L^H07,DTM,GB0009757112,0.0,244360
Drew Scientific Common Stock,DRW.L^I04,DRW,GB0002815263,0.0,204651
Dresdner Bank AG Common Stock,DRSDnq.L^G01,DRSDnq,DE0005350003,0.0,15577
DRS Data and Research Services Ord Shs,DRSD.L^I16,DRSD,GB0002502580,0.0,204686
Druck Holdings Ord Shs,DRK.L^H02,DRK,GB0002814522,0.0,104863
Draganfly Investments Ord Shs,DRG.L^I18,DRG,JE00BSJX1352,0.0,284982
Downing Three Vct Ord Shs Class E,DP3E.L^G18,DP3E,GB00B4VZ1D11,0.0,325047
Sayona Mining Ord Shs,DON.L^H09,DON,AU000000SYA5,0.0,270457
Dominion Mining Ord Shs,DOM.L^G94,DOM,AU000000DOM3,0.0,103127
Denby Group Ord Shs,DNY.L^I99,DNY,GB0002622750,0.0,210815
Danka Business Systems Ord Shs,DNKL.L^I93,DNKL,GB0002536448,0.0,102617
Danakali Ord Shs,DNK.L^I21,DNK,AU000000DNK9,0.0,259075
Dimension Res Ord Shs,DMR.L^G09,DMR,BMG276151062,0.0,231706
Dowding & Mills Ord Shs,DMIL.L^I93,DMIL,GB0002788072,0.0,101433
Diamond Lifestyle Holdings Ord Shs,DMDL.L^H08,DMDL,GB0004493028,0.0,208358
Drummond Group Common Stock,DMD.L^G01,DMD,GB0008557059,0.0,201684
Delta Ord Shs,DLTL.L^G93,DLTL,GB0002615069,0.0,100348
Dolphin Pack Common Stock,DLP.L^I00,DLP,GB0002741733,0.0,201656
Dealogic (Holdings) Ord Shs,DL.L^G11,DL,GB00B00P3M73,0.0,270975
Dipford Group Ord Shs,DIP.L^I08,DIP,GB0031318883,0.0,251900
Dawson International Ord Shs,DINT.L^I12,DINT,GB0003343018,0.0,100202
Diagonal PLC Common Stock,DIA.L^I04,DIA,GB0002682069,0.0,206325
Dowgate Capital Ord Shs,DGT.L^H09,DGT,GB00B1VYT114,0.0,249939
Disperse Group Ord Shs,DGP.L^G07,DGP,GB0001786069,0.0,237245
Dragon Oil Ord Shs,DGO.L^I15,DGO,IE0000590798,0.0,201676
Dobbies Garden Ord Shs,DGC.L^G08,DGC,GB0002729738,0.0,231582
De Gruchy Common Stock,DGA.L^I99,DGA,GB0002593746,0.0,207806
Deo Petroleum Ord Shs,DEO.L^H12,DEO,GB00B3PZFR25,0.0,240078
Dream Direct Group Ord Shs,DDG.L^G07,DDG,GB0031526741,0.0,260726
DDD Group Ord Shs,DDDL.L^G16,DDDL,GB0031129355,0.0,250683
DCS Group Ord Shs,DCS.L^G06,DCS,GB0006293756,0.0,220025
DBS Management Common Stock,DBM.L^I01,DBM,GB0002426202,0.0,206306
City of Oxford Investment Trust PLC Common Stock,CYXI.L^I99,CYXI,GB0001995223,0.0,220724
Cable and Wireless Communications Ord Shs,CWP.L^G93,CWP,GB00B5KKT968,0.0,16436
Cable and Wireless Worldwide Ord Shs,CWP.L^G12,CWP,GB00B5WB0X89,0.0,294195
Internet Tech Common Stock,CWE.L^I96,CWE,GB0004641568,0.0,207178
Actionleisure Common Stock,CVRL.L^I93,CVRL,GB0001809911,0.0,210863
Cleveland Trust Common Stock,CVD.L^H99,CVD,GB0002070166,0.0,210645
CustomVis Ord Shs,CUS.L^I10,CUS,GB0033220350,0.0,257946
Courtaulds Textiles Ord Shs,CTXL.L^G93,CTXL,GB0002287943,0.0,102582
CNG Travel Ord Shs,CTV.L^I07,CTV,IE00B00VVP40,0.0,270634
Cattles Ord Shs,CTTL.L^I93,CTTL,GB0001803666,0.0,201068
Harveys Furnishings Ord Shs,CTRS.L^H96,CTRS,GB0001725018,0.0,201021
Cantono Ord Shs,CTNO.L^H09,CTNO,GB00B236KQ44,0.0,272881
Chesterton International Ord Shs,CTN.L^I03,CTN,GB0001923506,0.0,223522
Tangent Communications Ord Shs,CTL.L^H02,CTL,GB0005405849,0.0,237908
Channel Holdings Common Stock,CTIL.L^I93,CTIL,GB0001875276,0.0,220715
Caretech Holdings Ord Shs,CTH.L^I22,CTH,GB00B0KWHQ09,0.0,274260
Sweett Group Ord Shs,CSWG.L^I16,CSWG,GB00B23QD109,0.0,287143
Corporate Services Ord Shs,CSVL.L^I93,CSVL,GB0002251600,0.0,200987
CSR Ord Shs,CSR.L^G98,CSR,AU000000CSR5,0.0,17544
Corsie Group Ord Shs,CSEG.L^H08,CSEG,GB00B28VZR05,0.0,284977
Casdon Ord Shs,CSDY.L^I14,CSDY,GB0001795573,0.0,204494
Crestacare Ord Shs,CSA.L^I99,CSA,GB0004668512,0.0,201335
Crest Nicholson Ord Shs,CRTL.L^I93,CRTL,GB0002328259,0.0,100468
Rolo Banca 1473 Common Stock,CROIq.L^G02,CROIq,IT0001070405,0.0,30543
Chiroscience Grp Common Stock,CRO.L^I99,CRO,GB0001885531,0.0,221423
Carrefour Common Stock,CRFq.L^I04,CRFq,ES0118095019,0.0,104966
Northern Racing Ord Shs,CRCN.L^H91,CRCN,GB0001907749,0.0,206259
Cap Inds Common Stock,CPVL.L^H93,CPVL,GB0001748754,0.0,201030
GCAP Media Ord Shs,CPLR.L^I93,CPLR,GB0001742393,0.0,101859
Delphi Group Common Stock,CPE.L^I95,CPE,GB0002150539,0.0,109459
Akzo Nobel UK Common Stock,COU.L^G93,COU,GB0002284825,0.0,3558
Concateno Ord Shs,COT.L^H09,COT,GB00B06LBN62,0.0,272753
Colt Group Ord Shs,COLT.L^I15,COLT,LU0253815640,0.0,64110
Columbus Group Common Stock,COL.L^H00,COL,GB0001769909,0.0,204664
Coe Group Ord Shs,COEG.L^I10,COEG,GB00B0VQMW25,0.0,64541
Cobra Capital Ord Shs,COC.L^H09,COC,GB0034380393,0.0,284974
Coal International Ord Shs,COAL.L^H08,COAL,GB00B06YVB34,0.0,272834
Clinphone Ord Shs,CNP1.L^H08,CNP1,GB00B0ZL4M73,0.0,278193
Cannons Group Common Stock,CNO.L^H01,CNO,GB0009717082,0.0,209390
China New Energy Ord Shs,CNEL.L^G20,CNEL,JE00B3RWLF12,0.0,297895
Metorex Ord Shs,CMUJq.L^H97,CMUJq,ZAE000022745,0.0,200955
China Medical System Holdings Ord Shs,CMSH.L^I10,CMSH,KYG211081248,0.0,285515
CAMAS PLC Common Stock,CMS.L^G97,CMS,GB0001656197,0.0,210811
Compco Ord Shs,CMP.L^H03,CMP,GB0002148012,0.0,200938
Coles Group Ord Shs,CMLq.L^G94,CMLq,AU000000CGJ7,0.0,14977
China Medstar Ord Shs,CMDS.L^G08,CMDS,SG9999002489,0.0,283947
Calyx Group Ord Shs,CLXq.L^G07,CLXq,IE00B068Y056,0.0,272601
Charlton Ath Ord Shs,CLO.L^I06,CLO,GB0001891141,0.0,213497
Cello Health Ord Shs,CLL.L^H20,CLL,GB00B0310763,0.0,271383
Climate Exchange Ord Shs,CLIE.L^G10,CLIE,GB0033551168,0.0,271919
Clerkenwell Ventures Ord Shs,CLCRK.L^I10,CLCRK,GB00B3L0Q676,0.0,271394
Clinton Cards Ord Shs,CLCD.L^I93,CLCD,GB0002036720,0.0,220831
Caliber Global Ord Shs,CLBR.L^I08,CLBR,GB00B09LSD21,0.0,273129
C I Traders Ord Shs,CI.L^H07,CI,GB0031811176,0.0,256988
Cmnty Hospital Common Stock,CHP.L^H01,CHP,GB0002120763,0.0,102999
Chariot Ord Shs,CHOT.L^H08,CHOT,GB00B0P0XQ12,0.0,275333
Chloride Group Ord Shs,CHLD.L^I10,CHLD,GB0001952075,0.0,17887
Clayhithe PLC Common Stock,CHI.L^H98,CHI,GB0002020112,0.0,220830
Charter International Ord Shs,CHAL.L^G93,CHAL,JE00B3CX4509,0.0,101082
Cagney Ord Shs,CGNY.L^I09,CGNY,GB00B0R80514,0.0,275510
Consolidated General Minerals Ord Shs,CGM.L^G11,CGM,GB00B0T4LB03,0.0,275513
Columbus Energy Resources Ord Shs,CERP.L^H20,CERP,GB00BDGJ2R22,0.0,283016
Conder Environment Ord Shs,CENV.L^H08,CENV,GB0002868114,0.0,249960
Blue Planet Investment Trust PLC,CEF.L^H01,CEF,GB0005327076,0.0,227279
Create Edu Crp Ord Shs,CEC.L^I07,CEC,GB0032667916,0.0,272889
Keystone Sltns Common Stock,CDR.L^I97,CDR,GB0001513513,0.0,207220
Cdialogues Ord Shs,CDOG.L^I16,CDOG,GB00BN40HL64,0.0,317896
