Company Name,ISIN,CUSIP (extended),SEDOL Code,RIC
Genus PLC,GB0002074580,G3827X105,0207458,GNS.L
Hays PLC,GB0004161021,G4361D109,0416102,HAYS.L
H & T Group PLC,GB00B12RQD06,G4706E101,B12RQD0,HTGR.L
IMI PLC,GB00BGLP8L22,G47152114,BGLP8L2,IMI.L
Migo Opportunities Trust PLC,GB0034365949,G61769108,3436594,MIGO.L
Essentra PLC,GB00B0744359,G3198T105,B074435,ESNT.L
Grafton Group PLC,IE00B00MZ448,G4035Q189,B00MZ44,GFTU_u.L
HSBC Holdings PLC,GB0005405286,G4634U169,0540528,HSBA.L
International Biotechnology Trust PLC,GB0004559349,G4809R108,0455934,IBT.L
Merit Group PLC,GB00BNYKJJ86,G6S28L101,BNYKJJ8,MRIT.L
Anpario PLC,GB00B3NWT178,G0391R100,B3NWT17,ANP.L
Seed Innovations Ltd,GG00BRK9BQ81,G8025C100,BRK9BQ8,SEED.L
Biome Technologies PLC,GB00B9Z1M820,G12806116,B9Z1M82,BIOM.L
Pharos Energy PLC,GB00B572ZV91,M7S90R102,B572ZV9,PHARP.L
abrdn Equity Income Trust PLC,GB0006039597,G8424V113,0603959,AEI.L
DS Smith PLC,GB0008220112,G2848Q123,0822011,SMDS.L
Somero Enterprises Inc,USU834501038,U83450103,B1GCQ97,SOM.L
Frasers Group PLC,GB00B1QH8P22,G3661L100,B1QH8P2,FRAS.L
Powerhouse Energy Group PLC,GB00B4WQVY43,G7204D103,B4WQVY4,PHEG.L
Baillie Gifford Japan Trust PLC,GB0000485838,G50708125,0048583,BGFD.L
Bowleven PLC,GB00B04PYL99,G1488U105,B04PYL9,BLVN.L
Bunzl plc,GB00B0744B38,G16968110,B0744B3,BNZL.L
Blue Planet Financials Growth and Income Investment Trust PLC,GB00B1B9C408,G1350S105,B1B9C40,BPFU_u.L
Braveheart Investment Group PLC,GB00B13XV322,G15907101,B13XV32,BRH.L
Henry Boot PLC,GB0001110096,G12516103,0111009,BOOT.L
Beowulf Mining PLC,GB0033163287,G1003M109,3316328,BEM.L
Bodycote PLC,GB00B3FLWH99,G1214R111,B3FLWH9,BOY.L
Blackrock Energy and Resources Income Trust PLC,GB00B0N8MF98,G1R16H106,B0N8MF9,BERI.L
Brooks Macdonald Group PLC,GB00B067N833,G1618Y100,B067N83,BRK.L
Brunner Investment Trust PLC,GB0001490001,G16436100,0149000,BUT.L
Bristol & West PLC,GB0000510205,G13874105,0051020,BWS_p.L
ECR Minerals PLC,GB00BYYDKX57,G3042N114,BYYDKX5,ECRE.L
Moneysupermarket.Com Group PLC,GB00B1ZBKY84,G6258H101,B1ZBKY8,MONY.L
Merchants Trust PLC,GB0005800072,G59976103,0580007,MRCH.L
Murray Income Trust PLC,GB0006111123,G63420114,0611112,MUT.L
Montanaro UK Smaller Companies Investment Trust PLC,GB00BZ1H9L86,G6208D143,BZ1H9L8,MTU.L
Corero Network Security PLC,GB00B54X0432,G252AK112,B54X043,CNSP.L
Capita PLC,GB00B23K0M20,G1846J115,B23K0M2,CPI.L
Chesnara PLC,GB00B00FPT80,G20912104,B00FPT8,CSN.L
Checkit PLC,GB00B0C5RG72,G2072P106,B0C5RG7,CKT.L
Ecclesiastical Insurance Office PLC,GB0003035382,G2917K122,0303538,ELL_p.L
RS Group PLC,GB0003096442,G29848101,0309644,RS1R.L
Highway Capital PLC,GB0008579384,G8583F107,0857938,HWC.L
Starvest PLC,GB0009619817,G9512U108,0961981,SVE.L
Treatt PLC,GB00BKS7YK08,G9026D113,BKS7YK0,TET.L
Crimson Tide PLC,GB0002080082,G22540119,0208008,CTID.L
TomCo Energy PLC,IM00BZBXMN96,G8911E111,BZBXMN9,TOME.L
Temple Bar Investment Trust PLC,GB00BMV92D64,G87534130,BMV92D6,TMPL.L
Titon Holdings PLC,GB0008941402,G88907103,0894140,TITN.L
Topps Tiles PLC,GB00B18P5K83,G8923L145,B18P5K8,TPT.L
Trifast PLC,GB0008883927,G9050J101,0888392,TRFT.L
Tristel PLC,GB00B07RVT99,G9101V103,B07RVT9,TSTL.L
Mineral & Financial Investments Ltd,KYG6181G1055,G6181G105,B9NJBZ8,MAFL.L
N4 Pharma PLC,GB00BYW8QM32,G6362P106,BYW8QM3,N4P.L
Value and Indexed Property Income Trust PLC,GB0008484718,G93160144,0848471,VIP.L
Armadale Capital PLC,GB00BYMSY631,G0541E116,BYMSY63,ACPA.L
Xtract Resources PLC,GB00BYSX2795,G982A1108,BYSX279,XTR.L
Reach PLC,GB0009039941,G7464Q109,0903994,RCH.L
Schroder Real Estate Investment Trust Ltd,GB00B01HM147,G8094P107,B01HM14,SREI.L
Income and Growth VCT PLC,GB00B29BN198,G47419125,B29BN19,IGVI.L
Inland Homes PLC,GB00B1TR0310,G4807Q102,B1TR031,ILND.L
Hermes Pacific Investments PLC,GB00BD02KZ12,G4R10F100,BD02KZ1,HPAC.L
Inchcape PLC,GB00B61TVQ02,G47320208,B61TVQ0,INCH.L
JD Sports Fashion PLC,GB00BM8Q5M07,G5144Y120,BM8Q5M0,JD.L
J D Wetherspoon PLC,GB0001638955,G5085Y147,0163895,JDW.L
Kier Group PLC,GB0004915632,G52549105,0491563,KIE.L
JPMorgan Indian Investment Trust PLC,GB0003450359,G5200T106,0345035,JII.L
Kenmare Resources PLC,IE00BDC5DG00,G52332213,BDC5DH1,KMR.L
Livermore Investments Group Ltd,VGG550931015,G55093101,B08N4M0,AUIV.L
Roebuck Food Group PLC,IE0006447985,G6592J110,0644798,RFGR.L
Paragon Banking Group PLC,GB00B2NGPM57,G6376N154,B2NGPM5,PAGPA.L
Ovoca Bio PLC,IE00B4XVDC01,G6827L146,B5641B8,OVB.L
Princess Private Equity Holding Ltd,GG00B28C2R28,G72442125,B28C2R2,PEY.L
Pipehawk PLC,GB0003010609,G7099N109,0301060,PHWK.L
Pearson PLC,GB0006776081,G69651100,0677608,PSON.L
Synectics PLC,GB0007156838,G8650D100,0715683,SNXS.L
Natwest Group PLC,GB00BM8PJY71,G6422B147,BM8PJY7,NWG.L
Shell PLC,GB00BP6MXD84,G80827101,BP6MXD8,SHEL.L
Taylor Wimpey PLC,GB0008782301,G86954107,0878230,TW.L
Travis Perkins PLC,GB00BK9RKT01,G90202139,BK9RKT0,TPK.L
Computacenter PLC,GB00BV9FP302,G23356150,BV9FP30,CCC.L
Byotrol PLC,GB00B0999995,G1824U108,B099999,BYOT.L
Brandshield Systems PLC,GB00BM97CN29,G91417108,BM97CN2,BRSD.L
City of London Investment Trust PLC,GB0001990497,G90260103,0199049,CTY.L
Cyanconnode Holdings PLC,GB00BF93WP34,G2606A104,BF93WP3,CYAN.L
Edinburgh Investment Trust PLC,GB0003052338,G29316109,0305233,EDIN.L
Colefax Group PLC,GB0002090453,G22596103,0209045,CFX.L
Renew Holdings PLC,GB0005359004,G7490A102,0535900,RNWH.L
Caspian Sunrise PLC,GB00B1W0VW36,G1938H100,B1W0VW3,CASPC.L
J Sainsbury PLC,GB00B019KW72,G77732173,B019KW7,SBRY.L
Maven Income and Growth VCT PLC,GB0004122858,G6352R104,0412285,MIG1.L
Anglo-Eastern Plantations PLC,GB0000365774,G03780106,0036577,ANEA.L
Alba Mineral Resources PLC,GB00B06KBB18,G01983108,B06KBB1,ALBA.L
Alumasc Group PLC,GB0000280353,G02296120,0028035,ALUG.L
Africa Opportunity Fund Ltd,KYG012921535,G01292153,BMXNYW9,AOF.L
Aberforth Smaller Companies Trust PLC,GB0000066554,G8198E107,0006655,ASL.L
Jpmorgan UK Smaller Companies Investment Trust PLC,GB00BF7L8P11,G5207G255,BF7L8P1,JMI.L
Inspirit Energy Holdings PLC,GB00B44W9L31,G52837120,B44W9L3,INSP.L
JPmorgan Emerging Markets Investment Trust PLC,GB00BMXWN182,G5S7JZ109,BMXWN18,JMG.L
LPA Group PLC,GB0007320806,G56896106,0732080,LPA.L
Lloyds Banking Group PLC,GB0008706128,G5533W248,0870612,LLOY.L
Tyman PLC,GB00B29H4253,G9161J107,B29H425,TYMN.L
Mitchells & Butlers PLC,GB00B1FP6H53,G61614122,B1FP6H5,MAB.L
Monks Investment Trust PLC,GB0030517261,G62048114,3051726,MNKS.L
Foresight Enterprise VCT PLC,GB00B07YBS95,G3660B103,B07YBS9,FTF.L
Henderson European Focus Trust PLC,GB00BLSNGB01,G4464P116,BLSNGB0,HEFT.L
MJ Gleeson PLC,GB00BRKD9Z53,G3926R108,BRKD9Z5,GLEG.L
Greencore Group PLC,IE0003864109,G40866124,0386410,GNC.L
Coats Group PLC,GB00B4YZN328,G22429115,B4YZN32,COA.L
GoldStone Resources Ltd,JE00BRJ8YF63,G4090C117,BRJ8YF6,GRL.L
Greggs PLC,GB00B63QSB39,G41076111,B63QSB3,GRG.L
Invinity Energy Systems PLC,JE00BLR94N79,G4939R101,BLR94N7,IES.L
Centamin PLC,JE00B5TT1872,G2055Q105,B5TT187,CEY.L
Chelverton Growth Trust PLC,GB0002621349,G2R345132,0262134,CHLV.L
Cineworld Group PLC,GB00B15FWH70,G219AH100,B15FWH7,CINE.L
Carillion PLC,GB0007365546,G1900N101,0736554,CLLN.L
Caledonian Trust PLC,GB0001628584,G1766U108,0162858,CNN.L
CML Microsystems Plc,GB0001602944,G22344108,0160294,CML.L
Chamberlin PLC,GB0001870228,G20300102,0187022,CMH.L
Time Finance PLC,GB00BCDBXK43,G6766R112,BCDBXK4,TIME.L
Octopus Titan VCT PLC,GB00B28V9347,G6737Z110,B28V934,OTV2.L
Oxford Biomedica PLC,GB00BDFBVT43,G6836F189,BDFBVT4,OXB.L
Polar Capital Technology Trust PLC,GB0004220025,G7151N104,0422002,PCT.L
Plaza Centers NV,NL0011882741,N7112H107,BD6SDV0,PLAZ.L
Blancco Technology Group PLC,GB00B06GNN57,G11649202,B06GNN5,BLTGB.L
Restaurant Group PLC,GB00B0YG1K06,G7535J118,B0YG1K0,RTN.L
Renold PLC,GB0007325078,G75035108,0732507,RNO.L
Schroder Income Growth Fund PLC,GB0007915860,G7855J102,0791586,SCF.L
Safestore Holdings PLC,GB00B1N7Z094,G77733106,B1N7Z09,SAFE.L
Kin and Carta PLC,GB0007689002,G5S68Y106,0768900,KCT.L
WH Smith PLC,GB00B2PDGW16,G8927V149,B2PDGW1,SMWH.L
Smith & Nephew PLC,GB0009223206,G82343164,0922320,SN.L
Sabien Technology Group PLC,GB00BN6JG812,G77618117,BN6JG81,SNT.L
UK Oil & Gas PLC,GB00B9MRZS43,G8723Y107,B9MRZS4,UKOGa.L
Scottish Mortgage Investment Trust PLC,GB00BLDYK618,G79211127,BLDYK61,SMT.L
Fidelity Asian Values PLC,GB0003322319,G3398P119,0332231,FAS.L
Global Smaller Companies Trust PLC,GB00BKLXD974,G6052K102,BKLXD97,GSCT.L
Frenkel Topping Group PLC,GB00B01YXQ71,G3716Y107,B01YXQ7,FEN.L
Dewhurst Group PLC,GB0002675048,G27496101,0267504,DWHT.L
Futura Medical PLC,GB0033278473,G3698F100,3327847,FUM.L
Eckoh PLC,GB0033359141,G2917Y106,3335914,ECK.L
Henderson Far East Income Ltd,JE00B1GXH751,G44717109,B1GXH75,HFEL.L
Invesco Asia Trust PLC,GB0004535307,G4917L126,0453530,IAT.L
Impax Environmental Markets PLC,GB0031232498,G4718J106,3123249,IEM.L
Picton Property Income Ltd,GB00B0LCW208,G7083C101,B0LCW20,PCTN.L
Impax Asset Management Group PLC,GB0004905260,G4718L101,0490526,IPX.L
Johnson Matthey PLC,GB00BZ4BQC70,G51604166,BZ4BQC7,JMAT.L
JPMorgan Japan Small Cap Growth & Income PLC,GB0003165817,G51979105,0316581,JSGI.L
China Nonferrous Gold Ltd,KYG215771042,G21577104,BGLCS35,CNGC.L
Reabold Resources PLC,GB00B95L0551,G7398R108,B95L055,RBDR.L
British Land Company PLC,GB0001367019,G15540118,0136701,BLND.L
Braemar PLC,GB0000600931,G1554N100,0060093,BRMS.L
Petro Matad Ltd,IM00B292WR19,G7047D104,B292WR1,MATD.L
Ironveld PLC,GB0030426455,G4947E100,3042645,IRONI.L
Mid Wynd International Investment Trust PLC,GB00B6VTTK07,G61152115,B6VTTK0,MIDW.L
Mitie Group PLC,GB0004657408,G6164F157,0465740,MTO.L
Mobeus Income & Growth 2 VCT PLC,GB00B0LKLZ05,G6225P103,B0LKLZ0,MIG.L
Physiomics PLC,GB00BDR6W943,G7097C113,BDR6W94,PYSM.L
Reckitt Benckiser Group PLC,GB00B24CGK77,G74079107,B24CGK7,RKT.L
Rotork PLC,GB00BVFNZH21,G76717134,BVFNZH2,ROR.L
Shires Income PLC,GB0008052507,G81096102,0805250,SHRS.L
Speedy Hire PLC,GB0000163088,G8345C129,0016308,SDY.L
Shanta Gold Ltd,GB00B0CGR828,G81084108,B0CGR82,SHAN.L
Highcroft Investments PLC,GB0004254875,G44492109,0425487,HCFT.L
HUTCHMED (China) Ltd,KYG4672N1198,G4672N119,BJQ2P07,HCM.L
Helical PLC,GB00B0FYMT95,G43904195,B0FYMT9,HLCL.L
Horizonte Minerals PLC,GB00BMXLQJ47,G463B6149,BMXLQJ4,HZM.L
IG Group Holdings PLC,GB00B06QFB75,G4753Q106,B06QFB7,IGG.L
Informa PLC,GB00BMJ6DW54,G4770L106,BMJ6DW5,INF.L
Standard Chartered PLC,GB0004082847,G84228157,0408284,STAN.L
Savills PLC,GB00B135BJ46,G78283119,B135BJ4,SVS.L
BlackRock Throgmorton Trust plc,GB0008910555,G1319V108,0891055,THRG.L
CT Private Equity Trust PLC,GB0030738271,G3405H126,3073827,CTPE.L
F&C Investment Trust PLC,GB0003466074,G3326A101,0346607,FCIT.L
Hikma Pharmaceuticals PLC,GB00B0LCW083,G4576K104,B0LCW08,HIK.L
Vistry Group PLC,GB0001859296,G9424B107,0185929,VTYV.L
C&C Group PLC,IE00B010DT83,G1826G107,B010DT8,GCC.L
Conygar Investment Co PLC,GB0033698720,G2404N100,3369872,CIC.L
Churchill China PLC,GB0001961035,G2129U108,0196103,CHCH.L
Smartspace Software PLC,GB00BYWN0F98,G7532A136,BYWN0F9,SMRTS.L
Carr's Group PLC,GB00BRK01058,G19264111,BRK0105,CARRC.L
Tclarke PLC,GB0002015021,G87012103,0201502,CTO.L
Intermediate Capital Group PLC,GB00BYT1DJ19,G4807D192,BYT1DJ1,ICP.L
JPmorgan US Smaller Companies Investment Trust PLC,GB00BJL5F346,G51960113,BJL5F34,JUSC.L
Leeds Group PLC,GB0005100606,G54236107,0510060,LDSG.L
Tanfield Group PLC,GB00B4QHFM95,G8668J115,B4QHFM9,TAN.L
Landore Resources Ltd,GG00BMX4VR69,G53724129,BMX4VR6,LND.L
MobilityOne Ltd,JE00B1Z48326,G6225F105,B1Z4832,MBO.L
Manchester And London Investment Trust PLC,GB0002258472,G57764105,0225847,MNL.L
MS International PLC,GB0005957005,G63168101,0595700,MSTL.L
Marwyn Value Investors Ltd,KYG5897M1740,G5897M174,BYTRG23,MRWN.L
PHSC PLC,GB0033113456,G70711109,3311345,PHSC.L
Vanquis Banking Group PLC,GB00B1Z4ST84,G72783171,B1Z4ST8,VANQ.L
Pittards PLC,GB00BM8NGB73,G7108J156,BM8NGB7,PTTD.L
PPHE Hotel Group Ltd,GG00B1Z5FH87,G6942S109,B1Z5FH8,PPH.L
Quadrise PLC,GB00B11DDB67,G7319N103,B11DDB6,QED.L
Quarto Group Inc,US74772E1001,74772E100,0715661,QRT.L
Real Estate Credit Investments Ltd,GB00B0HW5366,G73132105,B0HW536,RECIV.L
Ross Group PLC,GB0002192606,G7643P170,0219260,RGP.L
Schroders PLC,GB00BP9LHF23,G78602144,BP9LHF2,SDR.L
M&C Saatchi PLC,GB00B01F7T14,G5941C107,B01F7T1,SAA.L
Spirent Communications plc,GB0004726096,G83562101,0472609,SPT.L
SThree PLC,GB00B0KM9T71,G8499E103,B0KM9T7,STEMS.L
Steppe Cement Ltd,MYA004433001,Y8162G112,B0L2K37,STCM.L
Judges Scientific PLC,GB0032398678,G51983107,3239867,JDG.L
Jersey Electricity PLC,JE00B43SP147,G5105H108,B43SP14,JLEC.L
JPMorgan China Growth & Income PLC,GB0003435012,G4987X117,0343501,JCGI.L
Kingfisher PLC,GB0033195214,G5256E441,3319521,KGF.L
LSL Property Services PLC,GB00B1G5HX72,G571AR102,B1G5HX7,LSL.L
Lindsell Train Investment Trust PLC,GB0031977944,G5493R114,3197794,LDIT.L
Pagegroup PLC,GB0030232317,G68668105,3023231,PAGE.L
New Century AIM VCT PLC,GB00B06JWZ91,G6473Y103,B06JWZ9,NECE.L
Montanaro European Smaller Companies Trust PLC,GB00BM8H3X05,G6208E109,BM8H3X0,MONT.L
Restore PLC,GB00B5NR1S72,G7595U102,B5NR1S7,RSTP.L
Lok'n Store Group plc,GB0007276115,G5558T104,0727611,LOK.L
Macfarlane Group PLC,GB0005518872,G57316104,0551887,MACF.L
Mobeus Income & Growth 4 VCT PLC,GB00B1FMDH51,G6226N107,B1FMDH5,MIG4.L
Naked Wines PLC,GB00B021F836,G6361W102,B021F83,WINEW.L
Morgan Sindall Group PLC,GB0008085614,G81560107,0808561,MGNS.L
M P Evans Group PLC,GB0007538100,G63363108,0753810,MPE.L
Martin Currie Global Portfolio Trust PLC,GB0005372411,G6045F103,0537241,MNP.L
Oakley Capital Investments Ltd,BMG670131058,G67013105,B23DL39,OCIO.L
Petra Diamonds Ltd,BMG702782084,G70278208,BNYNCZ4,PDL.L
ME Group International PLC,GB0008481250,G70695112,0848125,MEGPM.L
Grafenia PLC,GB0009638130,G4036H105,0963813,GRAG.L
Water Intelligence PLC,GB00BZ973D04,G9474U112,BZ973D0,WATRI.L
Ascent Resources PLC,GB00BJVH7905,G05944122,BJVH790,ASCR.L
Eenergy Group PLC,GB00BJP1KD31,G5479F100,BJP1KD3,EAAS.L
Avon Protection PLC,GB0000667013,G06860103,0066701,AVON.L
Ricardo PLC,GB0007370074,G75528110,0737007,RCDO.L
Symphony International Holdings Ltd,VGG548121059,G54812105,B231M63,SIHL.L
R E A Holdings PLC,GB0002349065,G74078117,0234906,REAH.L
Robert Walters PLC,GB0008475088,G7608T118,0847508,RWA.L
Strategic Equity Capital PLC,GB00B0BDCB21,G8527P104,B0BDCB2,SEC.L
Abrdn PLC,GB00BF8Q6K64,G0152L102,BF8Q6K6,ABDN.L
600 Group PLC,GB0008121641,G81705116,0812164,SIXH.L
Deltex Medical Group PLC,GB0059337583,G2709P107,3103865,DEMG.L
DCI Advisors Ltd,VGG2803G1028,G2803G102,B06GJ37,DOLC.L
Empyrean Energy PLC,GB00B09G2351,G3139Y106,B09G235,EMEL.L
Man Group PLC,JE00BJ1DLW90,G57991104,BJ1DLW9,EMG.L
Bango PLC,GB00B0BRN552,G0812Z103,B0BRN55,BGO.L
Fidelity European Trust PLC,GB00BK1PKQ95,G3401M145,BK1PKQ9,FEV.L
First Property Group PLC,GB0004109889,G3481V106,0410988,FSTP.L
Brown Advisory US Smaller Companies PLC,GB0003463402,G3628J107,0346340,BASC.L
General Accident PLC,GB0003692737,G3789L115,0369273,GACC_p.L
Norman Broadbent PLC,GB00B3VF4Y66,G6594S100,B3VF4Y6,NBB.L
Global Petroleum Ltd,AU000000GBP6,Q4063V174,B06FY17,GBPq.L
Gem Diamonds Ltd,VGG379591065,G37959106,B1P8H48,GEMD.L
GCM Resources plc,GB00B00KV284,G3901K102,B00KV28,GCM.L
Gulf Keystone Petroleum Ltd,BMG4209G2077,G4209G207,BYVGFL0,GKP.L
Grainger PLC,GB00B04V1276,G40432117,B04V127,GRI.L
Baron Oil PLC,GB00B01QGH57,G0826M106,B01QGH5,BOIL.L
GSK plc,GB00BN7SWP63,G3910J179,BN7SWP6,GSK.L
Serabi Gold PLC,GB00BG5NDX91,G8063R183,BG5NDX9,SRB.L
Esken Ltd,GB00B03HDJ73,G3124P102,B03HDJ7,ESKN.L
S&U PLC,GB0007655037,G85842105,0765503,SUS.L
Brand Architekts Group PLC,GB0008667304,G1310T102,0866730,BARB.L
Spectris PLC,GB0003308607,G8338K104,0330860,SXS.L
Halma PLC,GB0004052071,G42504103,0405207,HLMA.L
EKF Diagnostics Holdings PLC,GB0031509804,G30891108,3150980,EKF.L
Samuel Heath and Sons PLC,GB0004178710,G43820102,0417871,HSM.L
ITV PLC,GB0033986497,G4984A110,3398649,ITV.L
KSK Power Ventur PLC,IM00B1G29327,G5321W103,B1G2932,KSK.L
Lansdowne Oil & Gas PLC,GB00B1250X28,G5378E105,B1250X2,LOGP.L
Alina Holdings PLC,GB00B1VS7G47,G5623P103,B1VS7G4,ALNA.L
accesso Technology Group PLC,GB0001771426,G1150H101,0177142,ACSO.L
James Latham PLC,GB00B04NP100,G53844125,B04NP10,LTHM.L
Lowland Investment Company P L C,GB00BNXGHS27,G56784112,BNXGHS2,LWI.L
Palace Capital PLC,GB00BF5SGF06,G68879116,BF5SGF0,PCA.L
Minoan Group PLC,GB0008497975,G6179Y100,0849797,MIN.L
Molecular Energies PLC,GB00BMT80K89,G7228V170,BMT80K8,MEN.L
Mountview Estates P.L.C.,GB0006081037,G63028107,0608103,MTVW.L
MTI Wireless Edge Ltd,IL0010958762,M7065F109,B10BNK0,MWEE.L
Utilico Emerging Markets Trust PLC,GB00BD45S967,G930BZ101,BD45S96,UEM.L
ValiRx PLC,GB00BLH13C52,G9313Z140,BLH13C5,VALX.L
VinaCapital Vietnam Opportunity Fund Ltd,GG00BYXVT888,G9361B102,BYXVT88,VOF.L
Zephyr Energy PLC,GB00BF44KY60,G9888S109,BF44KY6,ZPHR.L
Volex PLC,GB0009390070,G93885104,0939007,VLX.L
Westmount Energy Ltd,GB00B0S5KR31,G9571V104,B0S5KR3,WNRG.L
WH Ireland Group PLC,GB0009241885,G9603B100,0924188,WHI.L
abrdn New India Investment Trust PLC,GB0006048770,G0067W102,0604877,ANII.L
Live Company Group PLC,GB00BGSGT481,G6901T148,BGSGT48,LVCG.L
Oxford Metrics PLC,GB0030312788,G6748U100,3031278,OMG1.L
Panther Securities P L C,GB0005132070,G6889Y101,0513207,PNS.L
Portmeirion Group PLC,GB0006957293,G7181V100,0695729,PMGR.L
Adm Energy PLC,GB00BJFDXW97,G0111E108,BJFDXW9,ADME.L
QinetiQ Group PLC,GB00B0WMWD03,G7303P106,B0WMWD0,QQ.L
Vianet Group PLC,GB00B13YVN56,G9344S107,B13YVN5,VNET.L
British Smaller Companies VCT PLC,GB0001403152,G15633103,0140315,BSV.L
Advanced Oncotherapy PLC,GB00BD6SX109,G0100K115,BD6SX10,AVO.L
Costain Group PLC,GB00B64NSP76,G24472204,B64NSP7,COSG.L
PCI- PAL PLC,GB0009737155,G4939D102,0973715,PCIPP.L
CQS Natural Resources Growth and Income PLC,GB0000353929,G2166J107,0035392,CYNL.L
Jaywing PLC,GB00BF5KDY46,G50733107,BF5KDY4,JWNG.L
Thor Energy Plc,GB00BD0NBV71,G8848G197,BD0NBV7,THRL.L
Lexington Gold Ltd,BMG5479L1072,G5479L107,BKY6FR5,LEX.L
Tiger Royalties and Investments PLC,GB0002308525,G88675106,0230852,TIRU.L
TP ICAP Group PLC,JE00BMDZN391,G8963N100,BMDZN39,TCAPI.L
Harworth Group PLC,GB00BYZJ7G42,G4401F130,BYZJ7G4,HWG.L
UK Commercial Property REIT Ltd,GB00B19Z2J52,G91783103,B19Z2J5,UKCM.L
Victoria PLC,GB00BZC0LC10,G93509100,BZC0LC1,VCP.L
Rolls-Royce Holdings PLC,GB00B63H8491,G76225104,B63H849,RR.L
Real Estate Investors PLC,GB00B45XLP34,G7394S118,B45XLP3,RLE.L
Red Rock Resources PLC,GB00BYWKBV38,G74273114,BYWKBV3,RRR.L
Baillie Gifford UK Growth Trust PLC,GB0007913485,G7860T103,0791348,BGUK.L
Afentra PLC,GB00B4X3Q493,G010AQ103,B4X3Q49,AET.L
Rio Tinto PLC,GB0007188757,G75754104,0718875,RIO.L
Smiths Group PLC,GB00B1WY2338,G82401111,B1WY233,SMIN.L
SSE PLC,GB0007908733,G8842P102,0790873,SSE.L
Severn Trent PLC,GB00B1FH8J72,G8056D159,B1FH8J7,SVT.L
Mission Group PLC,GB00B11FD453,G61970102,B11FD45,TMGT.L
Seeing Machines Ltd,AU0000XINAJ0,Q83822108,B0SDC48,M2Z.L
SEGRO PLC,GB00B5ZN1N88,G80277141,B5ZN1N8,SGRO.L
Tesco PLC,GB00BLGZ9862,G8T67X102,BLGZ986,TSCO.L
Wynnstay Group PLC,GB0034212331,G9824A105,3421233,WYWYN.L
YouGov PLC,GB00B1VQ6H25,G9875S112,B1VQ6H2,YOU.L
Synthomer PLC,GB0009887422,G8650C102,0988742,SYNTS.L
React Group PLC,GB00BZ2JBG28,G7S93B101,BZ2JBG2,REAT.L
Tracsis PLC,GB00B28HSF71,G90029102,B28HSF7,TRCS.L
UIL Ltd,BMG917071026,G91707102,BZ4BVN3,UTL.L
WPP PLC,JE00B8KF9B49,G9788D103,B8KF9B4,WPP.L
Westminster Group PLC,GB00B1XLC220,G95684109,B1XLC22,WSG.L
Insig Ai PLC,GB00BYV31355,G4790E108,BYV3135,INSG.L
Zytronic PLC,GB0006971013,G98997102,0697101,ZYT.L
Cadence Minerals PLC,GB00BJP0B151,G1746J116,BJP0B15,KDNC.L
Asia Dragon Trust PLC,GB0002945029,G0542E107,0294502,DGN.L
FD Technologies PLC,GB0031477770,G3466Z106,3147777,FDPF.L
Challenger Energy Group PLC,IM00BN2RD444,G2092U119,BN2RD44,CEG.L
Northern Electric PLC,GB0006546898,G6625C108,0654689,NTEA_p.L
Norcros PLC,GB00BYYJL418,G65744180,BYYJL41,NXR.L
Pires Investments PLC,GB00BD07SH45,G7103Z106,BD07SH4,PIRI.L
Experian PLC,GB00B19NLV48,G32655105,B19NLV4,EXPN.L
Tissue Regenix Group PLC,GB00BNTXR104,G8887U115,BNTXR10,TRX.L
Pathfinder Minerals PLC,GB00BYY0JQ23,G69421124,BYY0JQ2,PFP.L
Petrel Resources PLC,IE0001340177,G7027L100,0134017,PET.L
Proven Growth and Income Vct PLC,GB00B5B7YS03,G7275T136,B5B7YS0,PGOO.L
Prospex Energy PLC,GB00BMFZVZ53,G7S74L102,BMFZVZ5,PXEN.L
Harland & Wolff Group Holdings PLC,GB00BLPJ1272,G4396D108,BLPJ127,HARL.L
Proteome Sciences PLC,GB0003104196,G2994J105,0310419,PRM.L
Staffline Group PLC,GB00B040L800,G8406D107,B040L80,STAF.L
Serco Group PLC,GB0007973794,G80400107,0797379,SRP.L
STS Global Income & Growth Trust PLC,GB00B09G3N23,G79791128,B09G3N2,SESTS.L
Symphony Environmental Technologies PLC,GB0009589168,G7059A105,0958916,SYMU.L
Gunsynd PLC,GB00BMD6PM55,G4209U107,BMD6PM5,GUN.L
Triad Group PLC,GB0009035741,G9040C109,0903574,TRD.L
Arc Minerals Ltd,VGG045791016,G04579101,BFWJ980,ARCMA.L
Tribal Group PLC,GB0030181522,G9042N103,3018152,TRBG.L
Edenville Energy PLC,GB00BN47NP32,G2928N149,BN47NP3,EDLE.L
Ukrproduct Group Ltd,GB00B03HK741,G91857105,B03HK74,UKR.L
UniVision Engineering Ltd,HK0000033065,Y9286X106,B0TV6R2,UVEL.L
Weir Group PLC,GB0009465807,G95248137,0946580,WEIR.L
Next PLC,GB0032089863,G6500M106,3208986,NXT.L
Oxford Technology 2 Venture Capital Trust PLC,GB0003105052,G6840W103,0310505,OXF2.L
Flutter Entertainment PLC,IE00BWT6H894,G3643J108,BWXC0Z1,FLTRF.L
Clontarf Energy PLC,GB00B09WLX62,G2209C101,B09WLX6,CLON.L
Rathbones Group PLC,GB0002148343,G73904107,0214834,RAT.L
Provexis PLC,GB00B0923P27,G7276D122,B0923P2,PXSP.L
